species,type,estimate,se
Burrowing Owl,slope,0.81676731158162,0.2856433933773007
Bushtit,slope,0.7377616960373949,0.28865669997093596
Cactus Wren,slope,0.236765442777642,0.4689160921827645
California Quail,slope,0.8767149051254973,0.3783779727988474
California Scrub-Jay,slope,1.041640725875355,0.42014948416698245
California Thrasher,slope,0.9483314953617933,0.5455939807320245
California Towhee,slope,1.200217315421362,0.3408469599181132
Calliope Hummingbird,slope,0.9094905380397085,0.36090360807486155
Canada Jay,slope,1.2775586352166641,0.17223855483456696
Canada Warbler,slope,0.7092844544244565,0.35571064185278406
Canyon Towhee,slope,1.1119284805826495,0.34959464479293184
Canyon Wren,slope,0.7957675880338863,0.3173667364562586
Cape May Warbler,slope,0.783557878824439,0.2458458327906344
Cape Verde Swamp Warbler,slope,0.922754830776189,0.44558162989383515
Carolina Chickadee,slope,1.118827550414942,0.3227571228511824
Carolina Wren,slope,1.7059990145348736,0.14309401959099147
Caroline Islands Ground-Dove,slope,1.036429293569564,0.4972754799804474
Carunculated Caracara,slope,0.6158421296610515,0.4793787176099315
Cassin's Finch,slope,1.4992287051749722,0.30299146959670525
Cassin's Kingbird,slope,0.9620518869961882,0.26938896313986277
Cassin's Sparrow,slope,1.554796296836833,0.31623177831099236
Cassin's Vireo,slope,1.4880487834632627,0.29627550743519215
Cauca Guan,slope,1.013094356626058,0.385515274298488
Cave Swallow,slope,-0.3195738959748713,0.3511040879974184
Cedar Waxwing,slope,1.8260547220932803,0.18825676016773424
Cerulean Warbler,slope,0.723042375819231,0.2067523661879215
Chapin's Flycatcher,slope,0.3120347066086705,0.3130096639559304
Chatham Island Pigeon,slope,0.5819888282782855,0.3402892339926621
Chatham Islands Snipe,slope,1.7202530315106501,0.4173017858175803
Cheer Pheasant,slope,0.9905605149664655,0.4277494564448818
Chestnut-backed Chickadee,slope,0.7141457567115244,0.20240149451837863
Chestnut-bellied Flowerpiercer,slope,1.1140880020950428,0.5336001779371226
Chestnut-bellied Guan,slope,0.4490197033091796,0.4783352313613444
Chestnut-bellied Hummingbird,slope,0.9609540351650941,0.5492133054166275
Chestnut-bellied Imperial-Pigeon,slope,0.9404562520834562,0.538816969331859
Chestnut-collared Longspur,slope,1.151808865117092,0.3109524874729044
Chestnut-necklaced Partridge,slope,0.8772440762401698,0.4733454317055185
Chestnut-sided Warbler,slope,1.901510006597859,0.2283158299436022
Chihuahuan Raven,slope,0.5922971603132002,0.3513350166599849
Chimney Swift,slope,1.5199167442591288,0.21182305213770206
Chipping Sparrow,slope,1.0978494931325067,0.13151375222210882
Cholo Alethe,slope,0.011358869566839735,0.30470956568896523
Chuck-will's-widow,slope,0.8526714467372587,0.3493645724417024
Chukar,slope,0.9271667213725419,0.3122252475755305
Clark's Nutcracker,slope,0.5417788645662951,0.32241438828449
Clay-colored Sparrow,slope,1.555210955596594,0.1668860342998434
Cliff Swallow,slope,1.262498909422408,0.11922258060113824
Common Buzzard,slope,0.9444002353873848,0.5067862025134692
Common Eider,slope,0.46580488125593444,0.37457020840309263
Common Goldeneye,slope,0.6068513324602185,0.47917432340220656
Common Grackle,slope,1.5529323764631906,0.15280560241780647
Common Greenshank,slope,1.2538469192147417,0.5332740590719647
Common Ground-Dove,slope,0.9707601311779602,0.19559112585834876
Common House-Martin,slope,0.9593377558536527,0.3878760503071232
Common Nighthawk,slope,1.8806234623027018,0.231930325862618
Common Pochard,slope,0.5317844883569518,0.4122314073071647
Common Poorwill,slope,0.8979882077063256,0.2547889825241913
Common Raven,slope,1.4038774669391643,0.13539363575742067
Common Redpoll,slope,0.9021769148955051,0.27752200694158924
Common Redshank,slope,0.48972068748839104,0.34545552076438824
Common Ringed Plover,slope,0.74259847849447,0.4929157007158332
Common Shelduck,slope,0.48425583355045304,0.37186057225935204
Common Tern,slope,0.3524162711055159,0.394607348129191
Common Wood-Pigeon,slope,1.1512002717185337,0.32630131036977345
Common Yellowthroat,slope,1.2209120846359374,0.17340825415753494
Connecticut Warbler,slope,0.7727078061648517,0.30604897111225143
Cooper's Hawk,slope,0.9343692024328436,0.30020890415768525
Cordilleran Flycatcher,slope,0.6824746900481137,0.27329143532449196
Costa's Hummingbird,slope,1.221580700779318,0.47798719672138584
Couch's Kingbird,slope,0.9049109629047656,0.5164049674904326
Crested Caracara,slope,0.8262582436614229,0.31348523173389675
Crimson-headed Partridge,slope,0.5903005319946029,0.49248316439703194
Crissal Thrasher,slope,1.2402680608388863,0.5067739822626389
Cundinamarca Antpitta,slope,0.8926586330106374,0.42971114385822046
Curve-billed Thrasher,slope,1.0864570898320487,0.35219698969181124
Dark-eyed Junco,slope,1.4398944586317093,0.1691186776311814
Dickcissel,slope,1.63950685642902,0.13763942250167988
Downy Woodpecker,slope,1.3879922009944239,0.1736529806214229
Dunlin,slope,0.6162318154136827,0.31985165219620454
Dusky Flycatcher,slope,1.0046555762502813,0.3651687778346509
Dusky Starfrontlet,slope,0.9877939002243783,0.534096056936178
Eastern Bluebird,slope,1.5981004845220084,0.12702963604158732
Eastern Kingbird,slope,1.3757331654949494,0.15322823917367828
Eastern Meadowlark,slope,1.5893125397758276,0.15955015187322455
Eastern Phoebe,slope,1.6108160642635831,0.17484229451015817
Eastern Screech-Owl,slope,0.5390378364351243,0.24803392019681358
Eastern Towhee,slope,1.4401843833052392,0.13006548901296602
Eastern Whip-poor-will,slope,1.0607097327855375,0.20461697078717755
Eastern Wood-Pewee,slope,1.1629465966592043,0.21575868453319938
Edwards's Pheasant,slope,0.6250073206719934,0.3217754759438568
Elf Owl,slope,0.8475457153160264,0.4404104989884267
Esmeraldas Woodstar,slope,0.9728510223334895,0.5469330997020615
Eurasian Blackbird,slope,1.3192510097006627,0.39234883039998647
Eurasian Collared-Dove,slope,1.153142968168765,0.10118273233440744
Eurasian Coot,slope,0.5203433863298645,0.31883095291134206
Eurasian Curlew,slope,0.5789340011405764,0.35151966288280523
Eurasian Jackdaw,slope,0.9786847288099629,0.33786991203647615
Eurasian Kestrel,slope,0.9706548110512044,0.5308447714840301
Eurasian Oystercatcher,slope,0.6002193992123153,0.31775200451154034
Eurasian Sparrowhawk,slope,0.9616785527007372,0.5431928562555959
Eurasian Tree Sparrow,slope,0.45149026935863634,0.4920911459910987
Eurasian Wigeon,slope,0.5171264997180174,0.2655037435234471
European Golden-Plover,slope,0.5788457233383935,0.29080646121705234
European Starling,slope,1.0058877048299089,0.1394100395164865
European Stonechat,slope,0.9960090264985995,0.5424536533633523
Evening Grosbeak,slope,1.2901107399212906,0.22927696787704846
Fernandina's Flicker,slope,0.8024444886683221,0.52672913777087
Ferruginous Duck,slope,1.6630492490206688,0.3334062688096317
Ferruginous Hawk,slope,0.9325165534551818,0.2637360719723346
Field Sparrow,slope,1.4652339921167508,0.14616789403730412
Fiji Goshawk,slope,0.8826608626367194,0.5154251489454329
Fiji Petrel,slope,1.421029439113974,0.3607613654708885
Fischer's Turaco,slope,0.9880803285096349,0.5399695254472637
Fish Crow,slope,1.2287920193959965,0.23617425754846155
Flammulated Owl,slope,1.1576067213616392,0.3601163248280568
Flores Crow,slope,0.8766229220265186,0.5360475043500608
Flores Hawk-Eagle,slope,0.9719719796549678,0.5580980444325486
Flores Scops-Owl,slope,-0.09636827584305352,0.29767205693683163
Forest Buzzard,slope,1.0198923439609227,0.5083902237192232
Forty-spotted Pardalote,slope,1.1147870510627513,0.49342278196461825
Fox Sparrow,slope,0.8991893485327354,0.19658479943578938
Fringe-backed Fire-eye,slope,0.7165663806283786,0.46962348336246607
Gadwall,slope,0.1374048604029141,0.4417245441782229
Galapagos Hawk,slope,0.3974183467640724,0.4299148708043231
Galapagos Martin,slope,0.9952653303314162,0.546659384056927
Gambel's Quail,slope,0.63060625253782,0.22299258135135
Garganey,slope,1.55703143340462,0.488622431965546
Genovesa Cactus-Finch,slope,1.4308776043802982,0.4351008374441383
Genovesa Ground-Finch,slope,1.2714335403789663,0.36956274694596564
Giant Antpitta,slope,0.8804908098984898,0.4867637712327492
Giant Kingbird,slope,0.6165557345601419,0.43875913414271145
Gila Woodpecker,slope,1.0040938191603295,0.3363381176127585
Gilded Flicker,slope,0.9804183081595892,0.5487628098002223
Glaucous Gull,slope,1.4599071535880044,0.4221429221090028
Gold-ringed Tanager,slope,1.0030556085477182,0.49762311757078476
Golden-cheeked Warbler,slope,0.9391283475088815,0.5403458707080997
Golden-crowned Kinglet,slope,1.183328623636873,0.17216930466801614
Golden-crowned Sparrow,slope,1.7692290537077728,0.35843561082952674
Golden-fronted Woodpecker,slope,0.7134519371510768,0.31667278797042014
Golden-winged Warbler,slope,1.36812595730986,0.29911083116184367
Golden Swallow,slope,0.6397668110859821,0.3901193764488982
Grace's Warbler,slope,0.9831597174251977,0.26953842281061285
Grasshopper Sparrow,slope,1.430412325227297,0.16598458377650777
Gray-breasted Parakeet,slope,0.6328883700680409,0.3521772640821489
Gray-cheeked Thrush,slope,0.4174507941648301,0.18131898797264911
Gray-fronted Quail-Dove,slope,0.9738812146910565,0.5462077398644724
Gray Catbird,slope,1.1985723609809826,0.12349172751297538
Gray Flycatcher,slope,0.8350341416458289,0.35323816846861583
Gray Heron,slope,0.5908175161537998,0.4466193571404651
Gray Kingbird,slope,1.0657758222247695,0.39521041781533395
Gray Partridge,slope,0.910199150410988,0.15728283214689673
Gray Vireo,slope,1.0240336128634582,0.3235019915562608
Graylag Goose,slope,0.5578584475700201,0.31743341101620837
Great-tailed Grackle,slope,1.0763836672565812,0.14196019545258776
Great Cormorant,slope,0.2540840457173561,0.32539664452333933
Great Crested Flycatcher,slope,1.3567383086148148,0.20429612953928836
Great Crested Grebe,slope,0.3789294427410933,0.43082088638537325
Great Egret,slope,1.5693095261822227,0.5351382709022813
Great Horned Owl,slope,1.0698844403834586,0.15749903027022844
Greater Adjutant,slope,-0.10492335902895955,0.30479583990512454
Greater Pewee,slope,1.359174581172309,0.48490172480296384
Greater Prairie-Chicken,slope,0.9264640696716737,0.40006723239238157
Greater Roadrunner,slope,0.8057712859892517,0.24055878028087196
Greater Scaup,slope,0.9014903322006512,0.5465724076860909
Green-billed Coucal,slope,0.8692298815650203,0.5394829187254547
Green-capped Tanager,slope,0.8571861981143837,0.5207604706937068
Green-tailed Towhee,slope,1.7077665085418636,0.313793621537721
Green-winged Teal,slope,0.4757457390517319,0.2898825242514194
Green Jay,slope,0.767121939724398,0.5252241804658525
Green Racquet-tail,slope,0.6219078888838878,0.31882531313867435
Groove-billed Ani,slope,0.7726275132748237,0.5465854126940547
Gundlach's Hawk,slope,1.0743207190632087,0.510182454836917
Hainan Leaf Warbler,slope,0.7017764478333892,0.45068671296899065
Hairy Woodpecker,slope,0.813769225567426,0.18464630245925973
Hammond's Flycatcher,slope,1.3575849729149856,0.3138274098057461
Harris's Hawk,slope,1.2070295912178137,0.4036075526135076
Hawaiian Coot,slope,0.6212940761524902,0.3087233435089831
Hawaiian Goose,slope,0.5639009297615806,0.3856512143255158
Helmeted Curassow,slope,0.9850368109289167,0.49620758244527635
Henna-hooded Foliage-gleaner,slope,0.9768233777165563,0.5460773004709666
Henslow's Sparrow,slope,0.6745177650965986,0.26543447365289374
Hepatic Tanager,slope,0.6854303377330477,0.26884773662493094
Hermit Thrush,slope,2.1147065980456543,0.2465466911145915
Hermit Warbler,slope,0.7076445175553618,0.4142254418290775
Himalayan Quail,slope,0.35888073691099587,0.3172788542952425
Hinde's Pied-Babbler,slope,0.7149364896823593,0.4731760378314167
Hispaniolan Parakeet,slope,0.4509616264759888,0.34181201026692937
Hoary Redpoll,slope,0.8480427251980124,0.19533751938699875
Honduran Emerald,slope,0.7815921922521969,0.37324205579156855
Hooded Antpitta,slope,0.5869765729486585,0.4452340259647341
Hooded Oriole,slope,1.2498159700842408,0.5486521461017607
Hooded Warbler,slope,1.6175466150782696,0.22455947357533837
Hook-billed Hermit,slope,0.11628023649078378,0.30801766084101634
Horned Lark,slope,1.3037405113835314,0.1652383251870284
Hottentot Buttonquail,slope,0.9671350447828564,0.43274212117786837
House Finch,slope,1.3771726430315954,0.16964177934012412
House Sparrow,slope,1.0970900414156117,0.1266449822101425
House Wren,slope,1.3220591269233684,0.13571700106840093
Hutton's Vireo,slope,0.6584724903924619,0.4515279538715701
Iceland Gull,slope,1.374729087267112,0.4074114899989588
Imperial Parrot,slope,1.088451472455525,0.46947241464790435
Inca Dove,slope,1.1219705696137035,0.29658220962093
Indigo-winged Parrot,slope,0.7437182611079347,0.5026522949118385
Indigo Bunting,slope,1.4431306401317165,0.10385488689912552
Indigo Macaw,slope,0.084619743198184,0.24834723218067833
Jamaican Blackbird,slope,1.115905714624076,0.5138969328705932
Java Sparrow,slope,0.6321965292110354,0.32035747559066347
Javan Cochoa,slope,0.09689050350232797,0.3079554627431732
Javan Flameback,slope,0.6600052521488526,0.4943385144842337
Javan Green-Magpie,slope,0.8166986677042182,0.3193514343180925
Javan Hawk-Eagle,slope,0.868994007753828,0.5463773425541384
Javan Plover,slope,0.5320223754337914,0.49682997315376
Jerdon's Babbler,slope,0.772101108487839,0.47776720322949096
Jerdon's Courser,slope,0.7424953874683151,0.31913208054225833
Jocotoco Antpitta,slope,1.1339135280142658,0.4811774658366566
Juniper Titmouse,slope,1.3948431399170915,0.3004251134985686
Kentucky Warbler,slope,0.8911617425721496,0.2280812065484552
Knysna Warbler,slope,0.8929353642365154,0.5498446646069812
Knysna Woodpecker,slope,1.0481861858816968,0.5419599088600884
La Selle Thrush,slope,1.0284843908845949,0.5439541592086296
Ladder-backed Woodpecker,slope,0.36578285425582857,0.27697743742712044
Lapland Longspur,slope,0.6686402183668829,0.17470132663218715
Lark Bunting,slope,1.3009209793646146,0.1876126599029029
Lark Sparrow,slope,1.2348380960753065,0.146664480760655
Laurel Pigeon,slope,1.1239515732206702,0.4926130488808773
Lawrence's Goldfinch,slope,0.9572826401690966,0.5548165787877541
Laysan Finch,slope,1.6165847970911305,0.3226622418315212
Lazuli Bunting,slope,1.4496671948863495,0.19489738890959166
Least Flycatcher,slope,1.6713804898431808,0.1584868770587584
LeConte's Sparrow,slope,0.8844771616452927,0.2557049092889976
LeConte's Thrasher,slope,1.126480630828952,0.26656284830328253
Lesser Goldfinch,slope,0.9825821223891941,0.3276043392756778
Lesser Nighthawk,slope,1.610871654272139,0.6714974971047257
Lewis's Woodpecker,slope,0.7082686418734041,0.2237239406868604
Lincoln's Sparrow,slope,1.1674907904403824,0.2255804551377621
Little Grebe,slope,0.584294709679055,0.4840891271945294
Loggerhead Shrike,slope,1.1254243180322376,0.1630470915742812
Long-billed Tailorbird,slope,0.9641368050789416,0.5451176654611091
Long-billed Thrasher,slope,0.9303505965489305,0.5489164032192249
Long-eared Owl,slope,0.5217249414127564,0.22472724276356754
Louisiana Waterthrush,slope,1.1640831768703386,0.22900400128953718
Lucy's Warbler,slope,0.7555030976472434,0.3967573900719233
MacGillivray's Warbler,slope,1.3442730088084003,0.3048129368338359
Madagascar Jacana,slope,0.940431055132926,0.5477711410152027
Madagascar Pochard,slope,0.3080857568477787,0.41120374501512985
Madagascar Serpent-Eagle,slope,0.6277736507955933,0.31740226857142195
Magnolia Warbler,slope,1.1825089405118259,0.31171672179574195
Malayan Peacock-Pheasant,slope,0.8240450155455967,0.41868152539852793
Malherbe's Parakeet,slope,0.7597118513957277,0.5410203647869981
Mallee Emuwren,slope,0.4471439899774817,0.5014919289712485
Mangrove Cuckoo,slope,0.9813034264688728,0.4230704184308046
Mangrove Hummingbird,slope,0.9131428849246771,0.5521139419036796
Manipur Bush-Quail,slope,0.5386079220231655,0.318498139458798
Manx Shearwater,slope,0.8012324682475013,0.36700121244802747
Mariana Crow,slope,0.9386517863159195,0.4402935164091035
Mariana Swiftlet,slope,1.2217080993055665,0.44789338634869996
Marsh Tapaculo,slope,0.9524522889983181,0.5536880113952513
Marsh Wren,slope,1.3661381721785444,0.17798556421141612
Marvelous Spatuletail,slope,0.9322489176225814,0.5351193426489808
Mascarene Petrel,slope,0.9215345490992096,0.32110400651203685
Maui Parrotbill,slope,1.2264312365653827,0.5192952182347452
Mauritius Kestrel,slope,0.95919574082796355,0.5518959399493963
McCown's Longspur,slope,0.7009238793498547,0.3685448223996895
Meadow Pipit,slope,1.3301474215487814,0.4657175334968733
Merlin,slope,0.7579874790082369,0.20631218541056853
Mew Gull,slope,0.6833814506219709,0.42686646763790365
Mexican Jay,slope,0.7195962871085237,0.4253091257773974
Mexican Sheartail,slope,1.1095783628418505,0.516652728375894
Mexican Whip-poor-will,slope,0.965085107942098,0.5391920867334846
Micronesian Scrubfowl,slope,0.9770464758845718,0.5495027107673746
Mississippi Kite,slope,0.9228535423688778,0.187024480405608
Moluccan Goshawk,slope,0.9034563409056633,0.5382540103857335
Monk Parakeet,slope,0.6885402501215049,0.5332006358343799
Mountain Bluebird,slope,1.0612789608096216,0.17625884747382833
Mountain Chickadee,slope,0.9846867947347746,0.26409647975929124
Mountain Grackle,slope,0.8971971012273696,0.46778535930727305
Mountain Quail,slope,1.2843145608481563,0.31754314985374876
Mourning Dove,slope,1.2971269034999258,0.16690081261978854
Mourning Warbler,slope,1.3499816841493089,0.2599722930208262
Moustached Antpitta,slope,0.7582511700968999,0.5155233480071224
Mute Swan,slope,0.2974390778053778,0.350525218280996
Nashville Warbler,slope,1.1209285579502535,0.1914252124954274
Nelson's Sparrow,slope,0.6485574848047786,0.22642369230697637
New Britain Bronzewing,slope,0.4694953999702465,0.31559066929726093
New Britain Kingfisher,slope,0.7767103786455662,0.5146052368277065
New Caledonia Goshawk,slope,0.9430266416689499,0.5315733330560811
New Zealand Grebe,slope,0.33642187887205954,0.47337661009461945
Nicobar Jungle-Flycatcher,slope,-0.2258827364403213,0.29340073332207384
Nicobar Scrubfowl,slope,0.9169584136766329,0.5472394667180939
Night Parrot,slope,0.8578390018867017,0.31701248638544655
Nilgiri Pipit,slope,0.8799424195270895,0.546601824274105
Nilgiri Wood-Pigeon,slope,0.9817724810550942,0.5136076391291557
Northern Bald Ibis,slope,0.19021163421296006,0.3102006743814406
Northern Cardinal,slope,1.6342754816993557,0.11840715257700984
Northern Flicker,slope,0.7961701576953933,0.18295789812264798
Northern Goshawk,slope,0.510869061252879,0.23612787508506247
Northern Harrier,slope,1.185600618997503,0.1517355428293266
Northern Lapwing,slope,0.5815645606285014,0.27435980297775964
Northern Mockingbird,slope,1.3245064845920718,0.08026805997845082
Northern Parula,slope,1.7575452977018329,0.183723709611562
Northern Pygmy-Owl,slope,0.9677414983914587,0.2883600883437524
Northern Rough-winged Swallow,slope,1.166930659442876,0.1595105099041254
Northern Screamer,slope,0.6172343795815972,0.49540605885988653
Northern Shoveler,slope,0.42996663594441464,0.5348502262178648
Northern Waterthrush,slope,1.696804664997193,0.2517024008461486
Northern Wheatear,slope,0.5412860672132606,0.20140499664275527
Northwestern Crow,slope,0.7382427642088116,0.18895338824790617
Nuttall's Woodpecker,slope,1.0749064293607347,0.535755887510696
Oak Titmouse,slope,1.3231732517988974,0.45697883339617035
Ochraceous Attila,slope,1.0085655459434921,0.5424558534256511
Ochre-fronted Antpitta,slope,0.9866872128528703,0.5464779149136563
Okarito Brown Kiwi,slope,1.0552028835476945,0.496962048276623
Okinawa Woodpecker,slope,0.8626184158261567,0.48942583092857705
Olive-sided Flycatcher,slope,0.82298441748112094,0.2972942498724928
Olive Sparrow,slope,1.0409797881058018,0.5288974775386223
Olive Warbler,slope,0.9387660733110167,0.5377871375438837
Orange-crowned Warbler,slope,1.6630177275308213,0.3046700347403875
Orange-necked Partridge,slope,0.059486705055448175,0.30629427404116855
Orchard Oriole,slope,1.6580215518554298,0.18487256282089407
Osprey,slope,1.0007435005701313,0.13638494448016927
Ovenbird,slope,1.5728279763646085,0.17506428946587654
Pacific-slope Flycatcher,slope,1.8150398677268602,0.37740980563186916
Pacific Wren,slope,1.0790526848755801,0.28869720604260324
Painted Bunting,slope,1.7580382447090086,0.2703067600679718
Painted Redstart,slope,0.737385613699741,0.48933622317537284
Palau Ground-Dove,slope,0.4005689865907073,0.48715386546212686
Palau Nightjar,slope,0.12501920154975366,0.4665858724874114
Palawan Hornbill,slope,0.8822307061583106,0.48316344726857685
Palila,slope,1.2723724902692481,0.4512145253900373
Palm Lorikeet,slope,0.949794076377231,0.5420490061899932
Palm Warbler,slope,1.2297832355590803,0.42088303852055103
Paramillo Tapaculo,slope,0.9919720030522059,0.5332814261609667
Pernambuco Foliage-gleaner,slope,1.0490908976408528,0.5084067132782466
Peruvian Plantcutter,slope,0.9532141178865426,0.4262141488165031
Phainopepla,slope,0.672078936274039,0.5146442263915111
Philadelphia Vireo,slope,1.0856063304944243,0.23813698451329432
Philippine Cockatoo,slope,0.575633910671134,0.31934618487652194
Philippine Eagle,slope,0.8987437284491785,0.31857204921189647
Pied Goshawk,slope,0.9313775006180963,0.5510832703880751
Pileated Woodpecker,slope,1.2251483624427373,0.24871641368448436
Pine Grosbeak,slope,0.9189716481209473,0.22559648151370565
Pine Siskin,slope,1.5804971678587552,0.19728866086802438
Pine Warbler,slope,1.464796028031555,0.18658250522209086
Pink-billed Parrotfinch,slope,0.576931543442422,0.5500297095584676
Pink-legged Graveteiro,slope,1.063115387794947,0.5124414719065963
Pinto's Spinetail,slope,0.9645431407207279,0.5434758485949673
Pinyon Jay,slope,1.0927390214827686,0.22817258729326587
Plain-pouched Hornbill,slope,0.19075908488818294,0.35811399080092216
Plain Pigeon,slope,0.9880187884584254,0.5490319608974693
Plains-wanderer,slope,1.033116551737929,0.5457209474903489
Plumbeous Antvireo,slope,0.9642081419714479,0.5420189491821568
Plumbeous Vireo,slope,1.3708002386016278,0.28615715800390085
Prairie Falcon,slope,1.0522209252051544,0.3419123040312107
Prairie Warbler,slope,1.4065987676437266,0.25843659567739347
Prothonotary Warbler,slope,1.4325910131197928,0.2239552199264978
Puaiohi,slope,-0.3412182793442806,0.28696303667683554
Puerto Rican Nightjar,slope,1.124541400607583,0.47048705609959407
Puerto Rican Parrot,slope,0.31618590851176165,0.31284755496980904
Purple-naped Lory,slope,0.23799839056231364,0.3117937973984705
Purple Finch,slope,1.4457275461869494,0.22142563182768282
Purple Martin,slope,1.1061294913653497,0.13672497782354961
Purple Quail-Dove,slope,0.9456135408771464,0.4289883388779813
Pygmy Nuthatch,slope,1.1404987230155788,0.304255913842584
Pyrrhuloxia,slope,1.001092975744867,0.544764322523632
Razorbill,slope,0.6170436136569706,0.34594292627318607
Recurve-billed Bushbird,slope,0.9693248489226824,0.5425200324755559
Red-bellied Woodpecker,slope,1.980414719940515,0.18486544752811834
Red-billed Curassow,slope,0.3506502112182631,0.31677389822694874
Red-breasted Merganser,slope,0.7896222298457891,0.5386696424737525
Red-breasted Nuthatch,slope,1.587294691870543,0.16498151382021262
Red-breasted Sapsucker,slope,0.9109638093280397,0.2425044158115304
Red-browed Parrot,slope,0.9137217649727352,0.5580759279210864
Red-crowned Parrot,slope,0.4988858660812085,0.3453571125500908
Red-eyed Vireo,slope,1.3092021619237593,0.13106975309539168
Red-faced Warbler,slope,0.8763386041327045,0.5297716301489138
Red-fronted Macaw,slope,0.5693478904280593,0.3211380681054802
Red-headed Flameback,slope,0.9711198885079014,0.5487962162815422
Red-headed Woodpecker,slope,1.3600399778403034,0.17273679820661986
Red-naped Sapsucker,slope,1.221245009313604,0.28747482439712974
Red-necked Grebe,slope,1.6102742783055024,0.41284335729488153
Red-necked Parrot,slope,0.9481222475563905,0.3196206932390474
Red-shouldered Hawk,slope,1.3536847287576186,0.16643290011472736
Red-shouldered Vanga,slope,0.5622115848370839,0.48993384714246085
Red-tailed Hawk,slope,1.241932276322526,0.2056870634209506
Red-throated Lorikeet,slope,0.9608179547974914,0.32156541423026735
Red-winged Blackbird,slope,1.3567622287111911,0.14767217499014432
Red Crossbill,slope,1.2775959437353912,0.19685060548878897
Red Knot,slope,0.6481539350375964,0.33519322235853666
Red Siskin,slope,0.013620562136889003,0.30547435127470884
Ring-billed Gull,slope,1.4512735996079402,0.3060944280064779
Ring-necked Duck,slope,1.6716418774488,0.35908059188080693
Ring-necked Pheasant,slope,1.0997167616512271,0.10211761605523952
Rock Pigeon,slope,0.5265351823719101,0.14569317350641448
Rock Ptarmigan,slope,0.34699566135992865,0.17705678919595338
Rock Wren,slope,2.039797769858897,0.3099259783111354
Rondonia Bushbird,slope,0.30719618467110377,0.3157887015870216
Rook,slope,1.0176256648626674,0.3679577847742498
Rose-breasted Grosbeak,slope,1.4461634259205303,0.20890250895306525
Roseate Tern,slope,1.483333373668611,0.44630864955974625
Rough-legged Hawk,slope,0.9251009886975143,0.31024841312392515
Ruby-crowned Kinglet,slope,1.557115499600373,0.20682399680700322
Ruby-throated Hummingbird,slope,1.4808218871486427,0.25759847380898926
Rudd's Lark,slope,0.9614042601170849,0.5315876651129195
Ruddy Turnstone,slope,0.6720334842621192,0.4552858051538567
Ruff,slope,0.6629621191251266,0.561747990219061
Rufous-breasted Warbling-Finch,slope,0.5888966494028327,0.31850666888549983
Rufous-brown Solitaire,slope,1.068619391532477,0.5449800396699952
Rufous-crowned Sparrow,slope,0.6081169279402531,0.41856499944320963
Rufous-fronted Laughingthrush,slope,0.5486888150459317,0.3152824638578814
Rufous-necked Sparrowhawk,slope,0.8990344941126535,0.49808174620156714
Rufous-throated Dipper,slope,1.0920240880834977,0.5155511220595682
Rufous-winged Sparrow,slope,0.9305940397129485,0.5310735628061123
Rufous Hummingbird,slope,0.6637238258794478,0.30488936954997564
Rusty-throated Wren-Babbler,slope,0.9654766099128793,0.5590715146595644
Rusty Blackbird,slope,0.7722151489486464,0.19147873660143871
Saffron Siskin,slope,0.9012902982778994,0.5220806370613903
Sage Thrasher,slope,2.0337392985647127,0.31667016731239694
Sagebrush Sparrow,slope,0.287887972565925,0.31032316234673796
Saipan Reed Warbler,slope,1.2768474051522958,0.5312072502560957
Sakalava Rail,slope,0.33770009090528186,0.48502215379309693
Samoan Flycatcher,slope,1.0303435750931718,0.4848079243101096
Samoan White-eye,slope,1.0860449738526758,0.5014811856663266
San Andres Vireo,slope,1.5918481730015104,0.3763536965098623
Sanderling,slope,0.6286101701644273,0.4989862493978268
Sandwich Tern,slope,0.41174815475750803,0.41199361378946303
Sanford's Sea-Eagle,slope,0.8456498517354257,0.5442668754145191
Santa Marta Bush-Tyrant,slope,1.1005454434358695,0.5323942352128143
Sapphire-bellied Hummingbird,slope,0.913911873207464,0.5482066251827067
Savannah Sparrow,slope,1.5704253467209606,0.15091829585321928
Say's Phoebe,slope,0.947199341717003,0.1938403501757991
Scaled Quail,slope,1.0009388069285492,0.3953777740110399
Scarlet Tanager,slope,1.2734609496600742,0.16263107437907548
Scimitar-winged Piha,slope,0.942098583534433,0.5186908212352598
Scissor-tailed Flycatcher,slope,1.3392415107053548,0.18421715834170604
Scott's Oriole,slope,1.1212637077004624,0.29043465688967185
Seaside Sparrow,slope,0.7125084518783127,0.3092932672188694
Sedge Wren,slope,1.489051699199833,0.22150123885738335
Selva Cacique,slope,0.3427433735889386,0.31556269070583726
Seychelles Parrot,slope,1.0450718506486898,0.36516570326841863
Seychelles Swiftlet,slope,1.2521920195496838,0.46979318555190114
Sharp-shinned Hawk,slope,0.40739750677664155,0.1860896018069269
Sharp-tailed Grouse,slope,1.1860816456041707,0.29355580049703484
Shelley's Crimsonwing,slope,0.8752952822032369,0.46442343364570104
Shore Plover,slope,1.4239709235634899,0.4298310002355833
Short-eared Owl,slope,0.7914623212315008,0.17580248174794702
Shy Ground-Dove,slope,0.8725370603462418,0.5240817029052712
Sierra Madre Sparrow,slope,1.3871671047086962,0.371906754620989
Slaty Becard,slope,1.0615627616246743,0.5137628309591469
Slaty Cuckoo-Dove,slope,0.9693932263839031,0.5456937565103279
Slaty Egret,slope,0.982543067840035,0.5463297977725029
